Date,Tweet
Thu Oct 18 11:45:43 +0000 2018,"....The assault on our country at our Southern Border\, including the Criminal elements and DRUGS pouring in\, is far more important to me\, as President\, than Trade or the USMCA. Hopefully Mexico will stop this onslaught at their Northern Border. All Democrats fault for weak laws!"
Thu Oct 18 11:35:06 +0000 2018,"....In addition to stopping all payments to these countries\, which seem to have almost no control over their population\, I must\, in the strongest of terms\, ask Mexico to stop this onslaught - and if unable to do so I will call up the U.S. Military and CLOSE OUR SOUTHERN BORDER!.."
Thu Oct 18 11:25:54 +0000 2018,"I am watching the Democrat Party led (because they want Open Borders and existing weak laws) assault on our country by Guatemala\, Honduras and El Salvador\, whose leaders are doing little to stop this large flow of people\, INCLUDING MANY CRIMINALS\, from entering Mexico to U.S....."
Thu Oct 18 02:03:35 +0000 2018,"Ever since his vicious and totally false statements about Admiral Ron Jackson\, the highly respected White House Doctor for Obama\, Bush &amp; me\, Senator John Tester looks to be in big trouble in the Great State of Montana! He behaved worse than the Democrat Mob did with Justice K!"
Wed Oct 17 22:03:52 +0000 2018,"This afternoon\, it was my great honor to present @USMC Sergeant Major John Canley the Medal of Honor in the East Room of the @WhiteHouse! https://t.co/EI1DD4AkC9 https://t.co/6JJm1SRcQ9"
Wed Oct 17 20:11:53 +0000 2018,RT @USMC: LIVE from the White House: Sgt. Maj. John Canley becomes the 300th Marine to receive the Medal of Honor. https://t.co/sD93rrqaoZ
Wed Oct 17 19:36:08 +0000 2018,"Congressman Neal Dunn (@DunnCampaign) of Florida has done an outstanding job at everything having to do with #MAGA. Now working hard on hurricane relief and rebuild. Strong on Crime\, strong on Borders\, loves our Military and our Vets. Neal has my highest Endorsement!"
Wed Oct 17 19:24:44 +0000 2018,"College educated women want safety\, security and healthcare protections – very much along with financial and economic health for themselves and our Country. I supply all of this far better than any Democrat (for decades\, actually). That’s why they will be voting for me!"
Wed Oct 17 17:52:36 +0000 2018,https://t.co/mNkDYgu5sr
Wed Oct 17 17:41:26 +0000 2018,https://t.co/MadlgNheSe
Wed Oct 17 17:38:17 +0000 2018,https://t.co/CMxxW2fEDq
Wed Oct 17 17:29:30 +0000 2018,https://t.co/afqHydsMB5
Wed Oct 17 17:18:53 +0000 2018,“President Donald J. Trump is Following Through on His Promise to Cut Burdensome Red Tape and Unleash the American Economy”\nRead more: https://t.co/SrBaQzpq4E https://t.co/zF8fEsw3in
Wed Oct 17 17:11:48 +0000 2018,RT @GOP: You can cast your ballot before Election Day in:\n➡️KS\n➡️NC\n➡️TN\nGet out and vote ➡️ https://t.co/YIO9A13Uio https://t.co/bxkCMApisn
Wed Oct 17 17:11:45 +0000 2018,RT @GOP: TODAY is the LAST day to register to vote in Massachusetts and Wisconsin!\nRegister today ➡️ https://t.co/CZsNCAAomd https://t.co/3…
Wed Oct 17 13:48:25 +0000 2018,"Republicans must make the horrendous\, weak and outdated immigration laws\, and the Border\, a part of the Midterms!"
Wed Oct 17 13:45:33 +0000 2018,"Hard to believe that with thousands of people from South of the Border\, walking unimpeded toward our country in the form of large Caravans\, that the Democrats won’t approve legislation that will allow laws for the protection of our country. Great Midterm issue for Republicans!"
Wed Oct 17 12:40:15 +0000 2018,“Network News gave Zero coverage to the Big Day the Stock Market had yesterday.” @foxandfriends
Wed Oct 17 12:31:18 +0000 2018,August job openings hit a record 7.14 million. Congratulations USA!
Wed Oct 17 12:09:52 +0000 2018,AP headline was very different from my quote and meaning in the story. They just can’t help themselves. FAKE NEWS!
Wed Oct 17 12:00:11 +0000 2018,"Ted Cruz has done so much for Texas\, including massive cuts in taxes and regulations - which has brought Texas to the best jobs numbers in the history of the state. He watches carefully over your 2nd Amendment. O’Rourke would blow it all! Ted has long had my Strong Endorsement!"
Wed Oct 17 11:52:19 +0000 2018,"Watched the debate last night &amp; Beto O’Rourke\, who wants higher taxes and far more regulations\, is not in the same league with Ted Cruz &amp; what the great people of Texas stand for &amp; want. Ted is strong on Crime\, Border &amp; 2nd A\, loves our Military\, Vets\, Low Taxes. Beto is a Flake!"
Wed Oct 17 11:30:21 +0000 2018,"“Trump could be the most honest president in modern history. When you look at the real barometer of presidential truthfulness\, which is promise keeping\, he is probably the most honest president in American history. He’s done exactly what he said he would do.” Marc Thiessen\, WPost"
Wed Oct 17 02:39:24 +0000 2018,"Stock Market up 548 points today. Also\, GREAT jobs numbers!"
Wed Oct 17 02:36:30 +0000 2018,"Elizabeth Warren is being hammered\, even by the Left. Her false claim of Indian heritage is only selling to VERY LOW I.Q. individuals!"
Wed Oct 17 01:24:30 +0000 2018,"Anybody entering the United States illegally will be arrested and detained\, prior to being sent back to their country!"
Wed Oct 17 01:19:20 +0000 2018,"We have today informed the countries of Honduras\, Guatemala and El Salvador that if they allow their citizens\, or others\, to journey through their borders and up to the United States\, with the intention of entering our country illegally\, all payments made to them will STOP (END)!"
Tue Oct 16 23:43:42 +0000 2018,"I will be interviewed tonight by Trish Regan on @FoxBusiness at 8:00 P.M.\, right after the great Lou Dobbs!"
Tue Oct 16 23:28:44 +0000 2018,RT @FoxBusiness: TONIGHT: @POTUS talks 2020 election in an exclusive interview with @trish_regan. Don't miss the full interview on 'Trish R…
Tue Oct 16 18:50:54 +0000 2018,"WOW\, John James is making headway in Michigan. We are bringing jobs back to the State\, and the People of Michigan appreciate it. Debbie Stabenow has been no help\, if anything\, a major hindrance. John James is a star\, I hope the voters see it. Polls are tightening!"
Tue Oct 16 18:40:19 +0000 2018,"...during the call\, and told me that he has already started\, and will rapidly expand\, a full and complete investigation into this matter. Answers will be forthcoming shortly."
Tue Oct 16 18:40:18 +0000 2018,Just spoke with the Crown Prince of Saudi Arabia who totally denied any knowledge of what took place in their Turkish Consulate. He was with Secretary of State Mike Pompeo...
Tue Oct 16 16:22:11 +0000 2018,REGISTER TO https://t.co/0pWiwCHGbh! #MAGA🇺🇸 https://t.co/ACTMe53TZU
Tue Oct 16 16:18:08 +0000 2018,RT @WhiteHouse: https://t.co/RNqLpOtS3O
Tue Oct 16 15:26:33 +0000 2018,"Is it really possible that Bruce Ohr\, whose wife Nellie was paid by Simpson and GPS Fusion for work done on the Fake Dossier\, and who was used as a Pawn in this whole SCAM (WITCH HUNT)\, is still working for the Department of Justice????? Can this really be so?????"
Tue Oct 16 15:18:51 +0000 2018,“Conflict between Glen Simpson’s testimony to another House Panel about his contact with Justice Department official Bruce Ohr. Ohr was used by Simpson and Steele as a Back Channel to get (FAKE) Dossier to FBI. Simpson pleading Fifth.” Catherine Herridge. Where is Jeff Sessions?
Tue Oct 16 15:04:32 +0000 2018,"“Federal Judge throws out Stormy Danials lawsuit versus Trump. Trump is entitled to full legal fees.” @FoxNews Great\, now I can go after Horseface and her 3rd rate lawyer in the Great State of Texas. She will confirm the letter she signed! She knows nothing about me\, a total con!"
Tue Oct 16 14:12:06 +0000 2018,"Incredible number just out\, 7\,036\,000 job openings. Astonishing - it’s all working! Stock Market up big on tremendous potential of USA. Also\, Strong Profits. We are Number One in World\, by far!"
Tue Oct 16 13:15:18 +0000 2018,"For the record\, I have no financial interests in Saudi Arabia (or Russia\, for that matter). Any suggestion that I have is just more FAKE NEWS (of which there is plenty)!"
Tue Oct 16 13:08:24 +0000 2018,“8X more new manufacturing jobs now than with Obama.” @FoxNews  @cvpayne
Tue Oct 16 13:05:04 +0000 2018,"The United States has strongly informed the President of Honduras that if the large Caravan of people heading to the U.S. is not stopped and brought back to Honduras\, no more money or aid will be given to Honduras\, effective immediately!"
Tue Oct 16 12:55:38 +0000 2018,"“Op-Ed praises Trump Administrations efforts at the Border.” @FoxNews  The  Washington Examiner States\, “Finally\, the government has taken steps to stop releasing unaccompanied minors to criminals and traffickers.” This was done by the Obama Administration!"
Tue Oct 16 12:24:51 +0000 2018,"Thank you to the Cherokee Nation for revealing that Elizabeth Warren\, sometimes referred to as Pocahontas\, is a complete and total Fraud!"
Tue Oct 16 12:16:35 +0000 2018,"Now that her claims of being of Indian heritage have turned out to be a scam and a lie\, Elizabeth Warren should apologize for perpetrating this fraud against the American Public. Harvard called her “a person of color” (amazing con)\, and would not have taken her otherwise!"
Tue Oct 16 12:06:31 +0000 2018,"Pocahontas (the bad version)\, sometimes referred to as Elizabeth Warren\, is getting slammed. She took a bogus DNA test and it showed that she may be 1/1024\, far less than the average American. Now Cherokee Nation denies her\, “DNA test is useless.” Even they don’t want her. Phony!"
Tue Oct 16 00:26:23 +0000 2018,"TOGETHER\, WE WILL PREVAIL! https://t.co/C1TLMVkDmt"
Mon Oct 15 23:51:59 +0000 2018,Open enrollment starts today on lower-priced Medicare Advantage plans so loved by our great seniors. Crazy Bernie and his band of Congressional Dems will outlaw these plans. Disaster!
Mon Oct 15 22:27:00 +0000 2018,"RT @WhiteHouse: Thank you to the law enforcement\, first responders\, and state\, local\, and Federal officials who are helping in recovery eff…"
Mon Oct 15 22:03:23 +0000 2018,RT @WhiteHouse: \First responders\
Mon Oct 15 15:45:43 +0000 2018,Just arrived in Florida. Also thinking about our GREAT Alabama farmers and our many friends in North and South Carolina today. We are with you!
Mon Oct 15 13:48:13 +0000 2018,On our way to Florida and Georgia!
Mon Oct 15 12:37:05 +0000 2018,Just spoke to the King of Saudi Arabia who denies any knowledge of whatever may have happened “to our Saudi Arabian citizen.” He said that they are working closely with Turkey to find answer. I am immediately sending our Secretary of State to meet with King!
Mon Oct 15 12:25:13 +0000 2018,"Will be leaving for Florida and Georgia with the First Lady to tour the hurricane damage and visit with FEMA\, First Responders and Law Enforcement. Maximum effort is taking place\, everyone is working very hard. Worst hit in 50 years!"
Mon Oct 15 12:11:29 +0000 2018,"The crowds at my Rallies are far bigger than they have ever been before\, including the 2016 election. Never an empty seat in these large venues\, many thousands of people watching screens outside. Enthusiasm &amp; Spirit is through the roof. SOMETHING BIG IS HAPPENING - WATCH!"
Mon Oct 15 11:46:39 +0000 2018,“The only way to shut down the Democrats new Mob Rule strategy is to stop them cold at the Ballot Box. The fight for America’s future is never over!” Ben Shapiro
Sun Oct 14 22:44:59 +0000 2018,"RT @realDonaldTrump: I will be interviewed on “60 Minutes” tonight at 7:00 P.M.\, after NFL game. Enjoy!"
Sun Oct 14 19:54:20 +0000 2018,Thank you to NBC for the correction! https://t.co/L2mX3vREOl
Sun Oct 14 19:45:05 +0000 2018,Thank you! https://t.co/CrExOML9Mi
Sun Oct 14 19:44:20 +0000 2018,RT @IVT2020: @realDonaldTrump https://t.co/cvYbnieQ4H
Sun Oct 14 19:39:16 +0000 2018,"I will be interviewed on “60 Minutes” tonight at 7:00 P.M.\, after NFL game. Enjoy!"
Sun Oct 14 18:06:16 +0000 2018,Will be interviewed tonight by @LesleyRStahl on @60Minutes @CBSNews at 7:30 P.M. Eastern. Enjoy! https://t.co/eUTAP0u0Uh
Sun Oct 14 14:02:07 +0000 2018,"Princess Eugenie of York was a truly beautiful bride yesterday. She has been through so much\, and has come out a total winner!"
Sun Oct 14 13:56:12 +0000 2018,"NBC News has totally and purposely changed the point and  meaning of my story about General Robert E Lee and General Ulysses Grant. Was actually a shoutout to warrior Grant and the great state in which he was born. As usual\, dishonest reporting. Even mainstream media embarrassed!"
Sun Oct 14 03:53:09 +0000 2018,"Congratulations to Tucker Carlson on the great success of his book\, “Ship of Fools.” It just went to NUMBER ONE!"
Sun Oct 14 03:42:43 +0000 2018,"Big day! Pastor Andrew Brunson\, who could have spent 35 years in a Turkish prison\, was returned safely home to his family today. Met in Oval Office\, great people! Then off to Kentucky for a Rally for Congressman Andy Barr. Tremendous crowd &amp; spirit! Just returned to White House."
Sun Oct 14 01:16:43 +0000 2018,Thank you Kentucky! #MAGA🇺🇸\nhttps://t.co/iCUqrQ91gF https://t.co/xwsa1S2dIU
Sat Oct 13 21:06:19 +0000 2018,"On my way to Richmond\, Kentucky for a MAKE AMERICA GREAT AGAIN rally at 7:00pmE. The crowds are once again\, massive. See everyone in a couple of hours! #MAGA https://t.co/D1FYNgW0nL https://t.co/d0VBFeePLk"
Sat Oct 13 20:48:09 +0000 2018,WELCOME HOME PASTOR ANDREW BRUNSON! https://t.co/HijeAGU1gy
Sat Oct 13 20:42:22 +0000 2018,https://t.co/uIaENHQoPK
Sat Oct 13 17:52:26 +0000 2018,"Heading to the Great State of Kentucky - Big Rally for Congressman Andy Barr - Fantastic guy\, need his vote for MAGA! Strong on Crime\, Tax Cuts\, Military\, Vets &amp; 2nd A. His opponent will NEVER vote for us\, only for Pelosi. Andy has my Strongest Endorsement!!! See you in Kentucky."
Sat Oct 13 17:43:02 +0000 2018,"Highly respected Congressman Keith Rothfus (R) of Pennsylvania is in the fight of his life because the Dems changed the District Map. He must win. Strong on crime\, borders\, big tax &amp; reg cuts\, Military &amp; Vets. Opponent Lamb a Pelosi puppet-weak on crime. BIG ENDORSEMENT FOR KEITH"
Sat Oct 13 17:03:06 +0000 2018,“From a Turkish prison to the White House in 24 hours.”  Kristin Fisher of @FoxNews   Very cool!
Sat Oct 13 14:17:57 +0000 2018,"There was NO DEAL made with Turkey for the release and return of Pastor Andrew Brunson. I don’t make deals for hostages. There was\, however\, great appreciation on behalf of the United States\, which will lead to good\, perhaps great\, relations between the United States &amp; Turkey!"
Sat Oct 13 14:06:26 +0000 2018,"Pastor Andrew Brunson\, released by Turkey\, will be with me in the Oval Office at 2:30 P.M. (this afternoon). It will be wonderful to see and meet him. He is a great Christian who has been through such a tough experience. I would like to thank President @RT_Erdogan for his help!"
Sat Oct 13 13:31:27 +0000 2018,Happy 243rd Birthday to our GREAT @USNavy! #243NavyBday https://t.co/m1YtoKSHFw
Sat Oct 13 01:17:01 +0000 2018,"RT @realDonaldTrump: Don’t miss our GREAT @FLOTUS\, Melania\, on @ABC @ABC2020 tonight at 10pmE. Enjoy!"
Sat Oct 13 00:30:16 +0000 2018,"Beautiful MAKE AMERICA GREAT AGAIN rally in Lebanon\, Ohio. Thank you! #ICYMI\, watch here: https://t.co/UGQAmARPKR https://t.co/6nsoV8yTx3"
Fri Oct 12 22:14:44 +0000 2018,"The GREAT football (and lacrosse) player\, Jim Brown outside the West Wing of the @WhiteHouse. He is also a tremendous man and mentor to many young people! https://t.co/yo7MxoGL6C"
Fri Oct 12 22:02:19 +0000 2018,https://t.co/HHTwwbuKa2
Fri Oct 12 21:30:27 +0000 2018,RT @WhiteHouse: https://t.co/IqLBKtgNEf
Fri Oct 12 19:37:27 +0000 2018,Happy #NationalFarmersDay! With the recent #USMCA our GREAT FARMERS will do better than ever before!! https://t.co/PMS4z2EScY
Fri Oct 12 19:10:51 +0000 2018,"Don’t miss our GREAT @FLOTUS\, Melania\, on @ABC @ABC2020 tonight at 10pmE. Enjoy!"
Fri Oct 12 18:09:17 +0000 2018,People have no idea how hard Hurricane Michael has hit the great state of Georgia. I will be visiting both Florida and Georgia early next week. We are working very hard on every area and every state that was hit - we are with you!
Fri Oct 12 16:43:13 +0000 2018,"PROMISES MADE\, PROMISES KEPT! https://t.co/2lk8Fjspe4"
Fri Oct 12 15:57:52 +0000 2018,REGISTER TO VOTE! https://t.co/0pWiwCHGbh https://t.co/EOCLoJJ24B
Fri Oct 12 14:26:00 +0000 2018,PASTOR BRUNSON JUST RELEASED. WILL BE HOME SOON!
Fri Oct 12 13:59:06 +0000 2018,"My thoughts and prayers are with Pastor Brunson\, and we hope to have him safely back home soon!"
Fri Oct 12 13:54:46 +0000 2018,"So nice\, everyone wants Ivanka Trump to be the new United Nations Ambassador. She would be incredible\, but I can already hear the chants of Nepotism! We have great people that want the job."
Fri Oct 12 13:42:04 +0000 2018,Working very hard on Pastor Brunson!
Thu Oct 11 22:49:26 +0000 2018,"RT @FLGuard: There are serious communication issues in the Panhandle after #HurricaneMichael. If you are worried about someone\, visit https…"
Thu Oct 11 22:14:23 +0000 2018,RT @WhiteHouse: President Trump provides an update on the response to Hurricane Michael: https://t.co/zmnHXKakYw
Thu Oct 11 17:23:27 +0000 2018,"RT @WhiteHouse: Moments ago\, President Trump signed the Music Modernization Act\, which will close loopholes in our digital royalty laws to…"
Thu Oct 11 16:21:53 +0000 2018,https://t.co/xJ9QYGMJXa
Thu Oct 11 14:43:33 +0000 2018,https://t.co/rsxEwbFZht
Thu Oct 11 14:41:01 +0000 2018,https://t.co/h47S6T9u8V
Thu Oct 11 03:44:00 +0000 2018,"Florida Highway Patrol Troopers are all en route to the Panhandle\, from all across the state of Florida - to help those affected by #HurricaneMichael. If you see them\, be sure to shake their hands and say THANK YOU! #LESM https://t.co/rB7uNBudY5"
Thu Oct 11 01:35:15 +0000 2018,Thank you to @FEMA and all First Responders! #HurricaneMichael https://t.co/vwN8BbrkkJ
Thu Oct 11 01:33:21 +0000 2018,Thank you Jacksonville Sheriff’s Office! #HurricaneMichael https://t.co/fuy7stLMJI
Thu Oct 11 01:00:18 +0000 2018,"Massive overflow crowd tonight in Erie\, Pennsylvania. THANK YOU to everyone who came out and joined us. Together\, we are MAKING AMERICA GREAT AGAIN! https://t.co/FkPNNVpccX"
Thu Oct 11 00:52:29 +0000 2018,"Thank you Erie\, Pennsylvania! Remember to get out and VOTE! #MAGA🇺🇸 https://t.co/X8IEW8h9qP"
Wed Oct 10 22:33:48 +0000 2018,RT @fema: It’s extremely important to keep sheltering in a safe place and to stay aware as #Michael continues to move inland! https://t.co/…
Wed Oct 10 22:33:37 +0000 2018,"RT @USNationalGuard: LIVE UPDATE: @AlabamaNG\, @GeorgiaGuard\, @FLGuard and @NCNationalGuard vehicles and personnel are staged and ready to p…"
Wed Oct 10 21:05:08 +0000 2018,"RT @WhiteHouse: Earlier today: President @realDonaldTrump\, joined by Homeland Security @SecNielsen\, listens as @FEMA_Brock briefs reporters…"
Wed Oct 10 21:01:55 +0000 2018,Couldn’t let these great people down. They have been lined up since last night - see you soon Pennsylvania! https://t.co/jSrsmncw85
Wed Oct 10 19:52:23 +0000 2018,"Departing the @WhiteHouse for Erie\, Pennsylvania. I cannot disappoint the thousands of people that are there - and the thousands that are going. I look forward to seeing everyone this evening."
Wed Oct 10 17:39:59 +0000 2018,"RT @USATODAY: .@usatodayopinion: Democrats want to outlaw private health care plans\, taking away freedom to choose plans while letting anyo…"
Wed Oct 10 16:52:17 +0000 2018,"RT @FLGuard: #HurricaneMichael is here\, but so are we. Stay safe\, Florida. #FloridaFirst #FLNGAlwaysThere https://t.co/e2rVNXFERp"
Wed Oct 10 16:43:12 +0000 2018,"RT @EricTrump: All my friends in Missouri\, today is your LAST CHANCE to register to vote this November! It is very easy to do - simply go t…"
Wed Oct 10 16:05:55 +0000 2018,We are with you Florida! https://t.co/qzrVLeFbyF\nhttps://t.co/HVVhSmBg7S https://t.co/rcB6OCwLeH
Wed Oct 10 13:01:05 +0000 2018,"Despite so many positive events and victories\, Media Reseach Center reports that 92% of stories on Donald Trump are negative on ABC\, CBS and ABC. It is FAKE NEWS! Don’t worry\, the Failing New York Times didn’t even put the Brett Kavanaugh victory on the Front Page yesterday-A17!"
Wed Oct 10 12:50:56 +0000 2018,"RT @NHC_Surge: A destructive and life-threatening storm surge event will occur along portions of the Florida Panhandle\, Big Bend\, and Natur…"
Wed Oct 10 12:50:06 +0000 2018,"RT @FAANews: Due to #HurricaneMichael\, flights in your area could be delayed and possibly cancelled. Please continue to check the status of…"
Wed Oct 10 12:49:08 +0000 2018,RT @FLSERT: Hurricane shelter locations are accessible from: https://t.co/Hop887IoiC #HurricaneMichael https://t.co/Ljk8boFaSw
Wed Oct 10 12:48:59 +0000 2018,"RT @NHC_Atlantic: Hurricane #Michael.  In addition to the life-threatening storm surge and wind impacts\, heavy rainfall is expected across…"
Wed Oct 10 12:48:41 +0000 2018,RT @NHC_Atlantic: Hurricane force winds are expected to extend well inland over portions of the Florida Panhandle and portions of southeast…
Wed Oct 10 12:48:26 +0000 2018,"RT @NHC_Atlantic: A Storm Surge Warning remains in effect for much of the Florida Panhandle and Big Bend region\, where life-threatening sto…"
Wed Oct 10 12:48:11 +0000 2018,RT @NHC_Atlantic: NHC Director Ken Graham will provide a Facebook Live broadcast regarding Category 4 Hurricane #Michael at 8:45 a.m. EDT (…
Wed Oct 10 12:47:57 +0000 2018,"RT @fema: As Hurricane #Michael nears land\, take shelter &amp; stay safe.\n\n📱Follow weather updates on your phone or radio.\n\n🔹 In a tornado WARN…"
Wed Oct 10 12:47:01 +0000 2018,Walker Stapleton is running as the highly respected Republican Candidate for Governor of the Great State of Colorado. His credentials and talents are impeccable. He has my complete and total Endorsement!
Wed Oct 10 02:28:10 +0000 2018,"RT @FLGovScott: If you’re in an evacuation zone\, I am urging you to leave RIGHT NOW. Do not risk your life or the lives of your loved ones-…"
Wed Oct 10 01:23:49 +0000 2018,"THANK YOU IOWA &amp; NEBRASKA! VOTE\, VOTE\, VOTE! https://t.co/0pWiwCHGbh https://t.co/tzkiQ4IlEd"
Wed Oct 10 01:18:12 +0000 2018,https://t.co/CPf3oxgdRX
Wed Oct 10 01:09:41 +0000 2018,Beautiful evening in Iowa. GOD BLESS THE U.S.A.! #MAGA🇺🇸 https://t.co/Zi0rwyajrz
Tue Oct 09 22:18:13 +0000 2018,RT @fema: Flooding from Hurricane #Michael will affect several states. Finish preparations ASAP and get ready to shelter in a safe location…
Tue Oct 09 21:59:52 +0000 2018,RT @FLOTUS: Thank you Egypt 🇪🇬 🇺🇸 https://t.co/7i0POn29XN
Tue Oct 09 21:59:51 +0000 2018,RT @FLOTUS: Thank you Kenya 🇰🇪 🇺🇸 https://t.co/5FXP7Ki3Zw
Tue Oct 09 21:39:22 +0000 2018,.@FLGovScott has been relentless in securing the funding to fix the algae problem from Lake Okeechobee - we will solve this! Congress must follow through on the Government’s plan on the Everglades Reservoir. Bill Nelson has been no help!
Tue Oct 09 21:34:50 +0000 2018,"RT @Scavino45: Congratulations to our 114th Supreme Court Justice\, Brett M. Kavanaugh! #SCOTUS🏛🇺🇸\n\n🔟📸https://t.co/c3YdNNcU7c https://t.co/A…"
Tue Oct 09 19:08:57 +0000 2018,“President Donald J. Trump Approves Florida Emergency Declaration” https://t.co/TnTDCvs41W
Tue Oct 09 16:36:48 +0000 2018,REGISTER TO VOTE! https://t.co/0pWiwCHGbh https://t.co/3vYfDmpqiH
Tue Oct 09 16:07:03 +0000 2018,"FLORIDA - It is imperative that you heed the directions of your State and Local Officials. Please be prepared\, be careful and be SAFE! \n#HurricaneMichael https://t.co/VP6PBXfzm9 https://t.co/aKmaDNgZve"
Tue Oct 09 16:00:05 +0000 2018,"...Looks to be a Cat. 3 which is even more intense than Florence. Good news is\, the folks in the Pan Handle can take care of anything. @FEMA and First Responders are ready - be prepared! #HurricaneMichael"
Tue Oct 09 16:00:04 +0000 2018,"Hurricane on its way to the Florida Pan Handle with major elements arriving tomorrow. Could also hit\, in later stage\, parts of Georgia\, and unfortunately North Carolina\, and South Carolina\, again..."
Tue Oct 09 14:18:47 +0000 2018,Big announcement with my friend Ambassador Nikki Haley in the Oval Office at 10:30am.
Tue Oct 09 13:23:21 +0000 2018,RT @realDonaldTrump: https://t.co/4ySIkmfllE
Tue Oct 09 13:10:01 +0000 2018,"Will be going to Iowa tonight for Rally\, and more! The Farmers (and all) are very happy with USMCA!"
Tue Oct 09 12:37:55 +0000 2018,Great evening last night at the White House honoring Justice Kavanaugh and family. Our country is very proud of them!
Tue Oct 09 12:32:46 +0000 2018,"The paid D.C. protesters are now ready to REALLY protest because they haven’t gotten their checks - in other words\, they weren’t paid! Screamers in Congress\, and outside\, were far too obvious - less professional than anticipated by those paying (or not paying) the bills!"
Tue Oct 09 12:19:53 +0000 2018,"RT @NWSTallahassee: 8am Intermediate Advisory from @NHC_Atlantic upgrades #HurricaneMichael into a category 2 hurricane. Keep in mind\, wind…"
Tue Oct 09 12:18:39 +0000 2018,"RT @fema: ⚠️If you're told to evacuate for Hurricane #Michael\, don't delay. Leave as soon as possible. \n\nListen to @FLSERT and local offici…"
Tue Oct 09 01:34:56 +0000 2018,https://t.co/4ySIkmfllE
Mon Oct 08 23:43:34 +0000 2018,https://t.co/k2bOxapRtR
Mon Oct 08 19:44:49 +0000 2018,Great to see @AGPamBondi launch a cutting-edge statewide school safety APP in Florida today - named by Parkland Survivors. BIG PRIORITY and Florida is getting it done! #FortifyFL
Mon Oct 08 19:37:36 +0000 2018,"Every day\, our police officers race into darkened allies\, deserted streets\, &amp; onto the doorsteps of the most hardened criminals. They see the worst of humanity &amp; they respond with the best of the American Spirit. America’s LEOs have earned the everlasting gratitude of our Nation! https://t.co/RquS91Vz7o"
Mon Oct 08 19:27:41 +0000 2018,We thank you. We salute you. We honor you. And we promise you: we will ALWAYS have your BACK – now and FOREVER! #IACP2018 https://t.co/nvUUIuvouj
Mon Oct 08 18:57:07 +0000 2018,America’s police officers have earned the everlasting gratitude of our Nation. In moments of danger &amp; despair you are the reason we never lose hope – because there are men &amp; women in uniform who face down evil &amp; stand for all that is GOOD and JUST and DECENT and RIGHT! #IACP2018 https://t.co/N0Dq50DkbP
Mon Oct 08 18:32:51 +0000 2018,"It was my great honor to address the International Association of Chiefs of Police Annual Convention in Orlando\, Florida. Thank you! #IACP2018 #LESM https://t.co/Z0nY5bSNr6"
Mon Oct 08 15:31:51 +0000 2018,"Departing Washington\, D.C. for the International Association of Chiefs of Police Annual Convention in Orlando\, Florida. Look forward to seeing everyone soon! #IACP2018 https://t.co/EwSd7IU9t1"
Mon Oct 08 13:36:11 +0000 2018,"Christopher Columbus’s spirit of determination &amp; adventure has provided inspiration to generations of Americans. On #ColumbusDay\, we honor his remarkable accomplishments as a navigator\, &amp; celebrate his voyage into the unknown expanse of the Atlantic Ocean. https://t.co/Mg3dxRfPuN"
Sun Oct 07 18:15:22 +0000 2018,RT @FLOTUS: Thank you Kenya 🇰🇪 🇺🇸 https://t.co/JrHncob8Qp
Sun Oct 07 14:42:25 +0000 2018,".@SecPompeo had a good meeting with Chairman Kim today in Pyongyang. Progress made on Singapore Summit Agreements! I look forward to seeing Chairman Kim again\, in the near future. https://t.co/bUa2pkq80s"
Sun Oct 07 01:21:22 +0000 2018,"You don’t hand matches to an arsonist\, and you don’t give power to an angry left-wing mob. Democrats have become too EXTREME and TOO DANGEROUS to govern. Republicans believe in the rule of law - not the rule of the mob. VOTE REPUBLICAN!"
Sun Oct 07 01:15:00 +0000 2018,"Beautiful evening in Topeka\, Kansas. VOTE\, VOTE\, VOTE! #MAGA https://t.co/bomRqsaYfm"
Sun Oct 07 00:49:56 +0000 2018,Thank you Kansas - I love you! \nhttps://t.co/ymCFNr9WQY
Sat Oct 06 21:57:09 +0000 2018,"The crowd in front of the U.S. Supreme Court is tiny\, looks like about 200 people (&amp; most are onlookers) - that wouldn’t even fill the first couple of rows of our Kansas Rally\, or any of our Rallies for that matter! The Fake News Media tries to make it look sooo big\, &amp; it’s not!"
Sat Oct 06 20:15:30 +0000 2018,"I applaud and congratulate the U.S. Senate for confirming our GREAT NOMINEE\, Judge Brett Kavanaugh\, to the United States Supreme Court. Later today\, I will sign his Commission of Appointment\, and he will be officially sworn in. Very exciting!"
Sat Oct 06 20:06:01 +0000 2018,"I have asked Steve Daines\, our great Republican Senator from Montana\, to attend his daughter Annie’s wedding rather than coming to today’s vote. Steve was ready to do whatever he had to\, but we had the necessary number. To the Daines Family\, congratulations-have a wonderful day!"
Sat Oct 06 16:08:57 +0000 2018,"Women for Kavanaugh\, and many others who support this very good man\, are gathering all over Capitol Hill in preparation for a 3-5 P.M. VOTE. It is a beautiful thing to see - and they are not paid professional protesters who are handed expensive signs. Big day for America!"
Sat Oct 06 14:40:53 +0000 2018,"Women for Kavanaugh\, and many others who support this very good man\, are gathering all over Capital Hill in preparation for a 3-5 P.M. VOTE. It is a beautiful thing to see - and they are not paid professional protesters who are handed expensive signs. Big day for America!"
