Date,Tweet
Sat Oct 06 03:46:07 +0000 2018,RT @realDonaldTrump: Thank you Minnesota - I love you!\nhttps://t.co/eQC2NqdIil
Fri Oct 05 21:29:54 +0000 2018,RT @FLOTUS: Thank you Malawi! 🇺🇸 🇲🇼 https://t.co/rE03LMNzOZ
Fri Oct 05 21:29:49 +0000 2018,RT @FLOTUS: Thank you Ghana! 🇺🇸 🇬🇭 https://t.co/d34cqFyRdN
Fri Oct 05 14:59:41 +0000 2018,Very proud of the U.S. Senate for voting “YES” to advance the nomination of Judge Brett Kavanaugh!
Fri Oct 05 13:06:08 +0000 2018,Just out: 3.7% Unemployment is the lowest number since 1969!
Fri Oct 05 13:03:06 +0000 2018,"The very rude elevator screamers are paid professionals only looking to make Senators look bad. Don’t fall for it! Also\, look at all of the professionally made identical signs. Paid for by Soros and others. These are not signs made in the basement from love! #Troublemakers"
Fri Oct 05 11:29:15 +0000 2018,"RT @RealJamesWoodss: Whether you love or hate him\, Trump’s ascendancy to the presidency was a once-in-a-century miracle. He was literally t…"
Fri Oct 05 11:28:02 +0000 2018,"RT @newsobserver: Presidential adviser and daughter @IvankaTrump will make 3 stops in NC to see hurricane relief efforts\, thank first respo…"
Fri Oct 05 11:25:42 +0000 2018,"RT @Scavino45: 🚨Happening Now | 2:08amE; Our great @FLOTUS\, Melania Trump...visiting a Kenyan elephant orphanage...https://t.co/rW2cWXaswf"
Fri Oct 05 01:03:25 +0000 2018,"Beautiful evening in Rochester\, Minnesota. VOTE\, VOTE\, VOTE! https://t.co/SyxrxvTpZE"
Fri Oct 05 00:52:20 +0000 2018,Thank you Minnesota - I love you!\nhttps://t.co/eQC2NqdIil
Thu Oct 04 22:58:21 +0000 2018,"Just made my second stop in Minnesota for a MAKE AMERICA GREAT AGAIN rally. We need to elect @KarinHousley to the U.S. Senate\, and we need the strong leadership of @TomEmmer\, @Jason2CD\, @JimHagedornMN and @PeteStauber in the U.S. House!"
Thu Oct 04 22:17:48 +0000 2018,Congressman Bishop is doing a GREAT job! He helped pass tax reform which lowered taxes for EVERYONE! Nancy Pelosi is spending hundreds of thousands of dollars on his opponent because they both support a liberal agenda of higher taxes and wasteful spending!
Thu Oct 04 19:29:27 +0000 2018,“U.S. Stocks Widen Global Lead” https://t.co/Snhv08ulcO
Thu Oct 04 19:17:28 +0000 2018,Statement on National Strategy for Counterterrorism: https://t.co/ajFBg9Elsj https://t.co/Qr56ycjMAV
Thu Oct 04 17:38:08 +0000 2018,"Working hard\, thank you! https://t.co/6HQVaEXH0I"
Thu Oct 04 14:17:01 +0000 2018,"This is now the 7th. time the FBI has investigated Judge Kavanaugh. If we made it 100\, it would still not be good enough for the Obstructionist Democrats."
Thu Oct 04 14:01:13 +0000 2018,"RT @ChatByCC: While armed with the power of our Vote\, we proudly &amp; peacefully revolted\n\nNever doubt this was an American revolution\n\n#MAGA…"
Thu Oct 04 13:54:58 +0000 2018,"This is a very important time in our country. Due Process\, Fairness and Common Sense are now on trial!"
Thu Oct 04 13:34:16 +0000 2018,"Our country’s great First Lady\, Melania\, is doing really well in Africa. The people love her\, and she loves them! It is a beautiful thing to see."
Thu Oct 04 12:16:41 +0000 2018,"The harsh and unfair treatment of Judge Brett Kavanaugh is having an incredible upward impact on voters. The PEOPLE get it far better than the politicians. Most importantly\, this great life cannot be ruined by mean &amp; despicable Democrats and totally uncorroborated allegations!"
Thu Oct 04 02:23:11 +0000 2018,"Wow\, such enthusiasm and energy for Judge Brett Kavanaugh. Look at the Energy\, look at the Polls. Something very big is happening. He is a fine man and great intellect. The country is with him all the way!"
Thu Oct 04 00:01:09 +0000 2018,"My thoughts and prayers are with the Florence County Sheriff’s Office and the Florence Police Department tonight\, in South Carolina. We are forever grateful for what our Law Enforcement Officers do 24/7/365. https://t.co/ZwDmDthItD"
Wed Oct 03 14:35:48 +0000 2018,"Just spoke to President-Elect Andres Manuel Lopez Obrador of Mexico. Great call\, we will work well together!"
Wed Oct 03 14:29:25 +0000 2018,I see it each time I go out to Rallies in order to help some of our great Republican candidates. VOTERS ARE REALLY ANGRY AT THE VICIOUS AND DESPICABLE WAY DEMOCRATS ARE TREATING BRETT KAVANAUGH! He and his wonderful family deserve much better.
Wed Oct 03 14:13:42 +0000 2018,"Mexico\, Canada and the United States are a great partnership and will be a very formidable trading force. We will now\, because of the USMCA\, work very well together. Great Spirit!"
Wed Oct 03 14:05:28 +0000 2018,"Blowout numbers on New Jobs and\, separately\, Services. Market up!"
Wed Oct 03 14:02:10 +0000 2018,"Thank you to Congressman Tom Reed of New York for your wonderful comments on our great new Trade Deal with Mexico and Canada\, the USMCA. I have long ago given you my Full Endorsement\, and for good reason. Keep up the Great Work! @Varneyco"
Wed Oct 03 13:23:34 +0000 2018,Thank you Governor Phil Bryant - it was my great honor to be there! #MAGA https://t.co/UbY7Qu2fMt
Wed Oct 03 13:16:08 +0000 2018,https://t.co/w04sqlMIYm
Wed Oct 03 13:04:02 +0000 2018,"The Stock Market just reached an All-Time High during my Administration for the 102nd Time\, a presidential record\, by far\, for less than two years. So much potential as Trade and Military Deals are completed."
Wed Oct 03 12:53:35 +0000 2018,"The Failing New York Times did something I have never seen done before. They used the concept of “time value of money” in doing a very old\, boring and often told hit piece on me. Added up\, this means that 97% of their stories on me are bad. Never recovered from bad election call!"
Wed Oct 03 12:35:52 +0000 2018,"Congressman @PeteSessions of Texas is a true fighter and patriot. Highly respected in D.C. by all\, he always gets what his district\, and our country\, wants and needs. Strong on Crime\, Border\, Military\, Vets and 2nd Amendment. Pete has my Full and Total Endorsement. A great guy!"
Wed Oct 03 03:56:24 +0000 2018,"RT @DHSgov: REMINDER: Tomorrow\, 10/3 at 2:18 PM EDT\, there will be a nationwide test of the Wireless Emergency Alert system\, in coordinatio…"
Wed Oct 03 02:58:22 +0000 2018,"Thank you Mississippi - Together\, we are MAKING AMERICA GREAT AGAIN! https://t.co/npnRirjcFG"
Wed Oct 03 02:18:03 +0000 2018,"Today\, my Administration provided HISTORIC levels of funding to improve school safety through STOP School Violence grants – a top priority for @sandyhook. I am committed to keeping our children SAFE in their schools!"
Wed Oct 03 02:15:03 +0000 2018,"“National wage growth is at the highest it’s been in nearly 17 months -- and\, according to a new study released by Glassdoor\, it’s not expected to slow down anytime soon....” https://t.co/G0Ts6yVqF9"
Wed Oct 03 01:25:33 +0000 2018,GOD BLESS THE U.S.A.! #MAGA🇺🇸 https://t.co/pquqyy5S3G
Wed Oct 03 01:18:08 +0000 2018,Thank you Mississippi - I love you! https://t.co/eH6x1NBNQG
Tue Oct 02 21:20:05 +0000 2018,This is really an incredible time for our Nation - WE are RESPECTED AGAIN! https://t.co/94KusYcDAj
Tue Oct 02 21:17:08 +0000 2018,"RT @WhiteHouse: “America will always be a nation of great builders\, because in America\, we honor work\, we honor grit\, we honor craftsmanshi…"
Tue Oct 02 18:18:35 +0000 2018,“USMCA Wins Praise as a Victory for American Industries and Workers”➡️https://t.co/UWhPhNXiiL https://t.co/eBVv0nXXRT
Tue Oct 02 17:22:36 +0000 2018,Proud of our great First Lady - and she loves doing this! https://t.co/VD7wlqeJoR
Tue Oct 02 16:18:58 +0000 2018,"Yesterday\, it was my great honor to present the Medal of Honor to Ronald J. Shurer II\, for his actions on April 6\, 2008\, when he braved enemy fire to treat multiple injured Soldiers. Read more: https://t.co/Nrrcp2JJUL https://t.co/A0KLHmIPZs"
Tue Oct 02 16:08:25 +0000 2018,THE ONLY REASON TO VOTE FOR A DEMOCRAT IS IF YOU’RE TIRED OF WINNING!
Tue Oct 02 15:02:03 +0000 2018,Great reviews on the new USMCA. Thank you! Mexico and Canada will be wonderful partners in Trade (and more) long into the future.
Tue Oct 02 14:52:52 +0000 2018,"Happy 7th birthday to Tristan\, a very special member of the Trump family!"
Tue Oct 02 00:50:23 +0000 2018,WOW - THANK YOU TENNESSEE! https://t.co/38UUDqfIz5
Tue Oct 02 00:37:49 +0000 2018,Thank you Tennessee - I love you! https://t.co/1swpoY7F5x
Tue Oct 02 00:25:44 +0000 2018,https://t.co/5UmYGFLyLK
Mon Oct 01 12:08:26 +0000 2018,News conference on the USMCA this morning at 11:00 - Rose Garden of White House.
Mon Oct 01 10:56:22 +0000 2018,Congratulations to Mexico and Canada!
Mon Oct 01 10:53:28 +0000 2018,"....deficiencies and mistakes in NAFTA\, greatly opens markets to our Farmers and Manufacturers\, reduces Trade Barriers to the U.S. and will bring all three Great Nations together in competition with the rest of the world. The USMCA is a historic transaction!"
Mon Oct 01 10:40:24 +0000 2018,".....deficiencies and mistakes in NAFTA\, greatly opens markets to our Farmers and Manufacturers\, reduce Trade Barriers to the U.S. and will bring all three Great Nations closer together in competition with the rest of the world. The USMCA is a historic transaction!"
Mon Oct 01 10:30:08 +0000 2018,"Late last night\, our deadline\, we reached a wonderful new Trade Deal with Canada\, to be added into the deal already reached with Mexico. The new name will be The United States Mexico Canada Agreement\, or USMCA. It is a great deal for all three countries\, solves the many......"
Sun Sep 30 18:56:27 +0000 2018,"Wow! Just starting to hear the Democrats\, who are only thinking Obstruct and Delay\, are starting to put out the word that the “time” and “scope” of FBI looking into Judge Kavanaugh and witnesses is not enough. Hello! For them\, it will never be enough - stay tuned and watch!"
Sun Sep 30 17:47:03 +0000 2018,"So if African-American unemployment is now at the lowest number in history\, median income the highest\, and you then add all of the other things I have done\, how do Democrats\, who have done NOTHING for African-Americans but TALK\, win the Black Vote?  And it will only get better!"
Sun Sep 30 16:57:45 +0000 2018,"Like many\, I don’t watch Saturday Night Live (even though I past hosted it) - no longer funny\, no talent or charm. It is just a political ad for the Dems. Word is that Kanye West\, who put on a MAGA hat after the show (despite being told “no”)\, was great. He’s leading the charge!"
Sun Sep 30 02:49:55 +0000 2018,"NBC News incorrectly reported (as usual) that I was limiting the FBI investigation of Judge Kavanaugh\, and witnesses\, only to certain people. Actually\, I want them to interview whoever they deem appropriate\, at their discretion. Please correct your reporting!"
Sun Sep 30 00:52:25 +0000 2018,Thank you West Virginia - I love you! https://t.co/Ou2umCfKp9
Sun Sep 30 00:51:22 +0000 2018,https://t.co/BxlF4grr9k
Sat Sep 29 20:36:43 +0000 2018,"Heading to West Virginia now. Big Rally. Will be live on @FoxNews tonight. Long lines\, but will be great!"
Sat Sep 29 20:33:51 +0000 2018,"Senator Richard Blumenthal must talk about his fraudulent service in Vietnam\, where for 12 years he told the people of Connecticut\, as their Attorney General\, that he was a great Marine War Hero. Talked about his many battles of near death\, but was never in Vietnam. Total Phony!"
Sat Sep 29 00:27:17 +0000 2018,"Just started\, tonight\, our 7th FBI investigation of Judge Brett Kavanaugh. He will someday be recognized as a truly great Justice of The United States Supreme Court!"
Thu Sep 27 22:46:17 +0000 2018,"Judge Kavanaugh showed America exactly why I nominated him. His testimony was powerful\, honest\, and riveting. Democrats’ search and destroy strategy is disgraceful and this process has been a total sham and effort to delay\, obstruct\, and resist. The Senate must vote!"
Wed Sep 26 23:52:51 +0000 2018,https://t.co/9o5gZlJiTd
Wed Sep 26 20:48:12 +0000 2018,"Join me this Saturday in Wheeling\, West Virginia at 7pmE! Tickets: https://t.co/JyRaBps0eR https://t.co/hiruLIxa7w"
Wed Sep 26 20:47:16 +0000 2018,RT @WhiteHouse: President Trump and Prime Minister Theresa May met for a bilateral meeting in New York 🇺🇸 🇬🇧 https://t.co/VdJztUmD9T
Wed Sep 26 19:23:07 +0000 2018,"RT @WhiteHouse: This afternoon\, President Trump participated in a bilateral meeting with Prime Minister Abe. 🇺🇸🇯🇵 https://t.co/PvSINQY7yq"
Wed Sep 26 19:23:03 +0000 2018,"RT @WhiteHouse: Earlier today\, President Trump participated in a bilateral meeting with Prime Minister @netanyahu of Israel. 🇺🇸🇮🇱 https://t…"
Wed Sep 26 17:34:34 +0000 2018,"Congressman Lee Zeldin is doing a fantastic job in D.C. Tough and smart\, he loves our Country and will always be there to do the right thing. He has my Complete and Total Endorsement!"
Wed Sep 26 17:31:40 +0000 2018,RT @PeteHegseth: This @realDonaldTrump speech to the #UNGA should be required viewing in American high schools. A beautiful articulation of…
Wed Sep 26 17:28:54 +0000 2018,"RT @newtgingrich: President Trump’s United Nations speech today is a remarkable outline of the power of patriotism\, the importance of natio…"
Wed Sep 26 17:26:54 +0000 2018,"China is actually placing propaganda ads in the Des Moines Register and other papers\, made to look like news. That’s because we are beating them on Trade\, opening markets\, and the farmers will make a fortune when this is over! https://t.co/ppdvTX7oz1"
Wed Sep 26 16:47:06 +0000 2018,"Avenatti is a third rate lawyer who is good at making false accusations\, like he did on me and like he is now doing on Judge Brett Kavanaugh. He is just looking for attention and doesn’t want people to look at his past record and relationships - a total low-life!"
Wed Sep 26 10:57:30 +0000 2018,Jobless Claims fell to their lowest level in 49 years!
Wed Sep 26 10:54:59 +0000 2018,"Consumer confidence hits an 18 year high\, close to breaking the all-time record. A big jump from last 8 years. People are excited about the USA again! We are getting Bigger and Richer and Stronger. WAY MORE TO GO!"
Wed Sep 26 02:55:20 +0000 2018,The Democrats are playing a high level CON GAME in their vicious effort to destroy a fine person. It is called the politics of destruction. Behind the scene the Dems are laughing. Pray for Brett Kavanaugh and his family!
Wed Sep 26 02:38:54 +0000 2018,“These law enforcement people took the law into their own hands when it came to President Trump.” @LindseyGrahamSC
Tue Sep 25 22:06:33 +0000 2018,73rd Session of the United Nations General Assembly #UNGA https://t.co/xJyx7RrH5F
Tue Sep 25 20:27:25 +0000 2018,"“Consumer confidence rose in September\, notching its highest level in about 18 years. The Consumer Board's index rose to 138.4 this month from 134.7 in August...” https://t.co/ZbxjnrRvAX"
Tue Sep 25 19:28:26 +0000 2018,“Remarks by President Trump at a Luncheon Hosted by the Secretary-General of the United Nations” https://t.co/ShHaLmoSDL https://t.co/k62KGgD8j6
